index,1,2,3,4,5,6,7,8,9,10,11,12
-4J4xkfN5cI.000.npy,0.10428,0.160868,0.178341,1.0816,1.08806,1.09605,1.1825299999999999,0.917185,0.912111,1.0523200000000001,1.05366,0.9940100000000001
ff-3k-nzoXA.003.npy,0.13031500000000001,0.112381,-0.0478615,1.0009299999999999,1.04187,1.00318,1.0808,1.10027,1.11056,0.959513,0.734771,0.9209350000000001
IP_Smb0hVSw.002.npy,0.10525599999999999,0.0809719,0.0095695,1.20874,1.32597,1.21518,1.3379299999999998,1.0098200000000002,1.02407,0.912378,0.604642,0.79609
uE2U_Y7QrIw.001.npy,-0.17857699999999999,0.0550366,0.19515,0.894576,1.11865,0.8970239999999999,0.928386,0.861768,0.867175,0.890933,0.6462180000000001,0.9869700000000001
1q-N_zbsAg0.002.npy,0.00679903,0.0291884,0.07313330000000001,1.02854,1.10378,1.02959,1.10541,0.946893,0.951875,1.00939,0.784673,1.10562
yzKfXFT5KYU.001.npy,0.0555058,0.11288699999999999,0.06466190000000001,0.975029,0.9537,0.95988,1.0226899999999999,0.972873,0.957773,0.857102,0.598011,1.04118
LmA23EIaXqg.004.npy,-0.0547214,0.0152684,0.0569043,0.9084559999999999,1.0396299999999998,0.9351809999999999,1.04084,0.718658,0.739973,0.8896459999999999,0.726129,1.38424
X-i_eQ48DBw.002.npy,0.106465,-0.094317,0.0324743,1.0194,1.20527,1.05508,1.14663,1.1055,1.1267399999999999,1.48783,2.57812,0.840937
n6JNJurop2U.001.npy,0.09844270000000001,0.12825799999999998,-0.0204601,1.04606,1.0437,1.04063,0.979957,1.08693,1.08433,0.916284,0.690126,0.9416040000000001
7knYNR1tAig.003.npy,0.10944100000000001,0.20900300000000002,-0.119073,1.20012,1.33343,1.19487,1.38727,0.976936,0.987391,0.8193469999999999,0.503459,0.938649
pQy4omHIf7o.005.npy,-0.112568,0.029823900000000004,0.05263430000000001,0.981513,1.1403,0.985764,1.07113,0.969449,0.966118,0.879474,0.6421359999999999,0.782191
KafUbLs_Fl8.000.npy,0.350248,0.140629,0.161927,0.9816030000000001,1.03983,0.963785,0.87887,1.0301,1.0317,1.0458,0.964879,0.828198
-agCXYgb7pI.002.npy,0.126198,-0.0038244,0.106295,0.9847879999999999,1.0086899999999999,0.998664,0.94086,0.9506450000000001,0.953775,0.898359,0.672497,0.998207
VUGWfw5PVLY.001.npy,-0.09701610000000001,-0.037279,0.07116460000000001,0.859557,1.01539,0.8407379999999999,1.01086,0.749458,0.724304,1.00888,0.9428709999999999,1.09029
YZp79VcnY0w.000.npy,-0.00913941,0.0689114,0.0624052,1.1036299999999999,1.1578600000000001,1.0891,1.23186,1.08419,1.07595,0.809345,0.566267,1.0502
